RID|CompanyID|BoothNo|CompanyNameEn|CompanyNameSc|CompanyNameTc|TechNameSc|TechnologyDescriptionSc|TechNameTc|TechnologyDescriptionTc|TechNameEn|TechnologyDescriptionEn
20146|258737|6.1A35|WANROOE?MACHINERY?CO.,?LTD.|张家港市万容机械有限公司|張家港市萬容機械有限公司|双磨盘磨粉机|万容新设计的WR系列粉碎系统采用美国技术引进，其设计紧凑，非常适合大型生产用户，它使用双研磨盘，一个盘作为主盘，另一个盘用于细磨盘以改善容量。该装置带有集成的PLC控制装置，可通过人性化的人机界面确保最高的质量性能。将同类型传统水冷式粉碎系统的生产率提高一倍，节省50的能源，降低运营成本，降低维护成本并降低运输成本，延长光盘使用寿命，实现更佳的成品材料质量。|雙磨盤磨粉機|萬容新設計的WR系列粉碎系統採用美國技術引進，其設計緊湊，非常適合大型生產用戶，它使用雙研磨盤，一個盤作為主盤，另一個盤用於細磨盤以改善容量。該裝置帶有集成的PLC控制裝置，可通過人性化的人機界面確保最高的品質性能。將同類型傳統水冷式粉碎系統的生產率提高一倍，節省50的能源，降低運營成本，降低維護成本並降低運輸成本，延長光碟使用壽命，實現更佳的成品材料品質。|Dual Grinding Disc Plastic Pulverizer|The WANROOETECHs new design WR series pulverizing system which is introduced from US technology has its compact design, is the perfect fit for the large production user, it use dual grinding disc, one disc as primary disc, another are used for fines grinding disc to improve the capacity. This unit, with its integrated PLC controls, assures the highest quality performance with friendly Human Machine Interface. Up to Double the production rate of similar size conventional water-cooled pulverizing systems, Lower operating costs through 50% energy savings, Lower-maintenance cost-and reduced transportation costs, extended disc life, optimal finished material quality.
20149|258318|6.1B71|FOSHAN BEST EXTRUSION TECH. CO.,LTD|佛山巴斯特科技股份有限公司|佛山巴斯特科技股份有限公司|全自动盘卷机带自动打包|主要应用于PPR、PE、PERT小口径高速管材挤出生产线，产量可显著提高至少50%。双工位收卷，可完全自动排线、切割、收卷、换卷及捆扎，节省生产厂家时间及人力成本。采用免维护交流伺服电机驱动，带LED显示屏和菜单界面的操作面板，通过数字编程进行集中控制。人性化防护门设计，可确保设备的安全运行。|全自動盤卷機帶自動打包|主要應用於PPR、PE、PERT小口徑高速管材擠出生產線，產量可顯著提高至少50%。雙工位收卷，可完全自動排線、切割、收卷、換卷及捆紮，節省生產廠家時間及人力成本。採用免維護交流伺服電機驅動，帶LED顯示幕和功能表介面的操作面板，通過數位程式設計進行集中控制。人性化防護門設計，可確保設備的安全運行。|Automatic Winder with Pack Strap|Mainly used in PPR, PE, PERT small diameter high-speed pipe extrusion line, the output can increase at least of 50%. Fully automatic emissions, cutting, roll-changing and strapping, it can save time and labor costs for manufacturer; Winding stations are driven by maintenance free AC Servo motors, with LED display and menu interface operation panel, through digital programming for centralized control. The design of humanized protective door can ensure the safe operation of equipment.
20151|257930|6.1C25|WEI LI PLASTICS MACHINERY (H.K.) LTD.|伟力塑料机械(香港)有限公司|偉力塑料機械(香港)有限公司|全自动低温高质高效塑料细化磨粉机|磨粉机 1.??研磨室内部经过不锈钢包覆处理，确保粉体的洁净度及减少换料/换色清机的时间和物料交叉感染的风险。 2.??刀盘采用独特的水冷设计，极大地降低研磨时产生的热量。 3.??精密的刀盘温度控制系统，减少磨粉室因材料热变形温度低导致的溶胶黏刀停机的几率。 4. 持久的刀盘寿命，大大降低刀盘需要翻磨的成本 5. 优越的粉体质量. 6. 工艺及参数可经PLC和触摸屏控制和监测，简化生产的同时降低磨粉室因材料热过热而导致的溶胶黏刀停机的几率。 7. 隔音箱可有效地降低机器运行时噪音。|全自動低溫高質高效塑料細化磨粉機|磨粉機 1.??研磨室內部經過不銹鋼包覆處理，確保粉體的潔淨度及減少換料/換色清機的時間和物料交叉感染的風險。 2.??刀盤採用獨特的水冷設計，極大地降低研磨時產生的熱量。 3.??精密的刀盤溫度控制系統，減少磨粉室因材料熱變形溫度低導致的溶膠黏刀停機的幾率。 4. 持久的刀盤壽命，大大降低刀盤需要翻磨的成本 5. 優越的粉體質量. 6. 工藝及參數可經PLC和觸控式螢幕控制和監測，簡化生產的同時降低磨粉室因材料熱過熱而導致的溶膠黏刀停機的幾率。 7. 隔音箱可有效地降低機器運行時噪音。|Fully-auto Low Temperature High Powder Quality and Efficient Size Reduction Pulverizing System|1.?The grinding chamber is covered by stainless steel to ensure powder cleanness and reduce cleaning time when changing materials or colors and the risk of material cross contamination. 2.Unique cooling design?in grinding disc can minimize material?meltdown while maximizing the production capacity. 3.?Precise grinding disc temperature control system can minimize machine down time caused by melted material in the grinding chamber. 4.Longer disc lifetime can reduce re-sharpening costs. 5.?Excellent powder quality enhance better mixing possibility, more smooth surface and better wall thickness distribution. 6. Process can be controlled and monitored by PLC&Touch Screen(Optional) to simplify machine operation and minimize machine down time caused by melted material in the grinding chamber. 7. Sound insulation cabin is available to reduce noise.
20152|257825|6.1C55|BORETECH ENVIRONMENTAL ENGINEERING CO., LTD.|浙江宝绿特环保技术工程有限公司|浙江寶綠特環保技術工程有限公司|高效能PVC脱标机|拥有专利的宝绿特高效率脱标机彻底解决在PET瓶回收中的热收缩标签问题。新型脱标机全面升级设备主体结构, 设备刀片结构采用组装式，特殊设计的机构可以让更换备件的时间缩短到最小，专利设计的脱标机刀片具有长使用寿命和高速的全包覆瓶和变形瓶的脱标效率。脱标率约95%，破瓶率约5%以内，使用寿命可达1000吨|高效能PVC脫標機|擁有專利的寶綠特高效率脫標機徹底解決在PET瓶回收中的熱收縮標籤問題。新型脫標機全面升級設備主體結構, 設備刀片結構採用組裝式，特殊設計的機構可以讓更換備件的時間縮短到最小，專利設計的脫標機刀片具有長使用壽命和高速的全包覆瓶和變形瓶的脫標效率。脫標率約95%，破瓶率約5%以內，使用壽命可達1000噸|High-efficiency PVC Label Scraping Machine|Patented label scraping machine completely solved heat-shrinkage film problem of PET bottle recycing which capacity can reach to 4000 kg/h. Specially designed machine structure can minimize the time of changing blades, the new designed structure adopt assembly type, blade and bolt has the feature of long service life, it improves label separation rate and reduce bottle damage amount. The general separation rate is over 95% and bottle-breaking rate with in 5%.
20246|257729|3F65|CHANGLONGXING SCIENCE & TECHNOLOGY (SHENZHEN) CO., LTD.|昌龙兴科技(深圳)有限公司|昌龍興科技(深圳)有限公司|智能温控高速全自动流延膜生产设备|新机型满足了客户对机器高速高产、节能、全自动化、节省人工等要求。生产的缠绕膜，具有拉伸性能好，抗穿透性强，透明高等特点，应用于外贸出口、五金、食品医药等行业的托盘包装。优点： 1.最大机械设计线速度:500m/min； 2..真空吸边自动回收装置，不易断边，收卷断料稳定，保证生产，不受收卷线速限制。 3.计量泵传感技术，精准控制机组挤出压力，实现了线性挤出，提高薄膜性能。 4.采用意大利“杰弗伦”智能温控系统，操作界面简单方便；智能化启动机器预热，节省能源；可实现远程监控，具有在线诊断和修复功能|智慧溫控高速全自動流延膜生產設備|新機型滿足了客戶對機器高速高產、節能、全自動化、節省人工等要求。生產的纏繞膜，具有拉伸性能好，抗穿透性強，透明高等特點，應用於外貿出口、五金、食品醫藥等行業的託盤包裝。優點： 1.最大機械設計線速度:500m/min； 2..真空吸邊自動回收裝置，不易斷邊，收卷斷料穩定，保證生產，不受收卷線速限制。 3.計量泵傳感技術，精准控制機組擠出壓力，實現了線性擠出，提高薄膜性能。 4.採用義大利“傑弗倫”智慧溫控系統，操作介面簡單方便；智慧化啟動機器預熱，節省能源；可實現遠端監控，具有線上診斷和修復功能|Intelligent temperature control high speed fully automatic casting film production equipment.|This new model has advantages like high speed,high output,stable and reliable,low labor cost and energy conservation and consumption reduction etc. Stretch film produced by this unit has better advantages,such as good tensile properties, tear resistance, strong penetration resistance,high transparency,good stickiness and high retraction rate etc..The film is widely applied to the single or pallet packing and other banding packaging of foreign trade export, paper, metal, plastic, chemical, building materials, food, medicine, chemical raw materials, mechanical and electronic products, textile products industries etc. Features as followed: 1. Maximum mechanical design speed : 500 m/min. 2. The multiple edge material will be successful recovered through a smoothly running recovery system of this high-speed unit, the recovery system have a high recovery rate and low noise. 3.Melt Metering Pump technology can accurately control the extrusion pressure ,to realize linear extrusion and improve
20153|257888|6.1C65|GUANGDONG LIANSU MACHINERY MANUFACTURING CO.,LTD.|广东联塑机器制造有限公司|廣東聯塑機器製造有限公司|PVC管材高产低耗大长径比平双挤出机|采用36长径比螺杆，并配置塑料挤出专用“永磁伺服电机”，产量达到550kg/h，能耗最低达0.106kwh/kg；搭配失重秤色粉的混色机构；LSS65单螺杆挤出机，采用40大长径比螺杆，产量550kg/h，结合塑料挤出专用“永磁伺服电机”，整机能耗低至0.22kwh/kg；|PVC管材高產低耗大長徑比平雙擠出機|採用36長徑比螺杆，並配置塑膠擠出專用“永磁伺服電機”，產量達到550kg/h，能耗最低達0.106kwh/kg；搭配失重秤色粉的混色機構；LSS65單螺杆擠出機，採用40大長徑比螺杆，產量550kg/h，結合塑膠擠出專用“永磁伺服電機”，整機能耗低至0.22kwh/kg；|PVC Pipe Parallel Twin Screw Extruder with High Output,Low Consumption and Large L/D Ratio|Adopt 36 L/D ratio screw and dedicated permanent magnet servo motor for plastic extrusion, the output is 550Kg/h and the minimum energy consumption is 0.106kwh/kg.Color mixing mechanism with loss-in-weight.The LSS65 single screw extruder adopts 40 large L/D ratio screws, with the output of 550Kg/h. It is combined with the dedicated permanent magnet servo motor for plastic extrusion, the energy consumption of the whole machine is as low as 0.22kwh/kg.
20247|258731|3F147|ZHEJIANG FANGBANG MACHINERY CO., LTD|浙江方邦机械有限公司|浙江方邦機械有限公司|水墨高速电脑套色凹版印刷机|水墨印刷机在保证高性能的同时，又解决了生产过程中收到刺鼻油墨气味的困扰，在操作环境上更胜一筹。 1.自动套色系统各控制单元独立配置微处理器，可迅速准确的修正套色偏差 2.主机变频调速 3.采用热空气能加热 4.采用环保型水性油墨，无污染|水墨高速電腦套色凹版印刷機|水墨印刷機在保證高性能的同時，又解決了生產過程中收到刺鼻油墨氣味的困擾，在操作環境上更勝一籌。 1.自動套色系統各控制單元獨立配置微處理器，可迅速準確的修正套色偏差 2.主機變頻調速 3.採用熱空氣能加熱 4.採用環保型水性油墨，無污染|High-speed Water Base Ink Computerized Color Register Rotogravure Press|The ink printing machine not only ensures the high performance, but also solves the problem of the pungent ink odor in the production process. It is better in the operating environment.  1. Each control unit of the automatic color registration system is independently configured with a microprocessor, which can quickly and accurately correct the color registration deviation  2. Frequency control of main engine  3. Heating with hot air  4. Environmental friendly water-based ink, no pollution
20248|257683|3F125|KUNRUN MACHINERY(SHANGHAI)CO.,LTD.|堃润机械（上海）有限公司|堃潤機械（上海）有限公司|智能型自立袋带拉链250刀/分|区别于市场所有通用型制袋机，采用无主电机联杆结构设计，每个单元由单独电气系统进行智能化操作，所有制袋数据自动采集便于后期同款生产提取，减少调试时间及调试产生的废品，此机型最高速度是250节拍每分钟，比传统制袋机器提升近150%的工作效率，并且配套全智能理袋机器，实现智能化剔除废品，自动整理成品袋及捆扎，减少50%的工作人员及人员操作失误造成的损失，为5G智能工厂提供解决方案。|智慧型自立袋帶拉鍊250刀/分|區別於市場所有通用型制袋機，採用無主電機聯杆結構設計，每個單元由單獨電氣系統進行智慧化操作，所有制袋資料自動採集便於後期同款生產提取，減少調試時間及調試產生的廢品，此機型最高速度是250節拍每分鐘，比傳統制袋機器提升近150%的工作效率，並且配套全智慧理袋機器，實現智慧化剔除廢品，自動整理成品袋及捆紮，減少50%的工作人員及人員操作失誤造成的損失，為5G智慧工廠提供解決方案。|Intelligent stand up pouch bag making machine with zipper (250 knife / min)|Different from all general-purpose bag making machines in the market, it adopts the design of the main motor link structure. Each unit is intelligently operated by a separate electrical system. All the bag making data is automatically collected for later production and extraction, reducing the debugging time and debugging. Waste products, the maximum speed of this model is 250 beats per minute, which is nearly 150% more efficient than traditional bag making machines, and is equipped with a full intelligent bag machine to intelligently eliminate waste products, automatically sort finished bags and bundles, reduce 50% The loss caused by the mistakes of staff and personnel has provided solutions for 5G smart factories.
20154|257888|6.1C65|GUANGDONG LIANSU MACHINERY MANUFACTURING CO.,LTD.|广东联塑机器制造有限公司|廣東聯塑機器製造有限公司|三层HDPE管材模具|采用螺旋流道分配体设计，经CAE有限元模拟分析，确保管材的螺旋层状结构，保证厚度的均匀性；极简的模具结构，便于装拆及维护；模具背压低，消耗极低的能耗；合理的流道容积和较小体积的模体，减少的熔体停留时间，换色时间更快，模具快速升温和更小的保温能耗；具管材内部冷却功能，减少生产冷却长度，同等的冷却长度可以获得更高的产量；模具设计适应大规格范围，堆叠式的口模和芯模设计，减少投资，换规格更快。|三層HDPE管材模具|採用螺旋流道分配體設計，經CAE有限元模擬分析，確保管材的螺旋層狀結構，保證厚度的均勻性；極簡的模具結構，便於裝拆及維護；模具背壓低，消耗極低的能耗；合理的流道容積和較小體積的模體，減少的熔體停留時間，換色時間更快，模具快速升溫和更小的保溫能耗；具管材內部冷卻功能，減少生產冷卻長度，同等的冷卻長度可以獲得更高的產量；模具設計適應大規格範圍，堆疊式的口模和芯模設計，減少投資，換規格更快。|Tri-layer HDPE Pipe Mould|By using the design of spiral channel distributor and CAE finite element simulation analysis, the spiral layered structure of pipe and the uniformity of thickness is ensured.Simple mould structure, easy to assemble, disassemble and maintain.Low die back pressure, very low energy consumption.Reasonable flow channel volume and smaller mould body, reduced melt residence time, faster color change time, rapid mould temperature rise and less heat preservation energy consumption.It is equipped with the internal cooling function, the production cooling length is reduced, and the same cooling length can obtain higher output.Mould design adapts to large specification range, stackable die and core die design, reduces investment, and changes specification faster.
20156|258062|6.1G21|JIANGSU BAODIE AUTOMATION EQUIPMENT CO., LTD.?|江苏宝碟自动化设备有限公司|江苏宝碟自动化设备有限公司|精密医疗导管挤出生产线 |我们是一家以生产单层/多层精密医疗用管路（输液管、肾透析管、中心静脉导管、造影管、气管插管、多腔管、留置针管等）高速挤出设备的专业厂家。经过多年精密挤出工艺的研发与完善，目前我司第三代“SXG”系列精密管挤出机组具备高效率低能耗、尺寸控制精度高、整线自动化程度高、操控人性化等特点，已广泛应用于国内知名医疗管路制造厂商。|精密医疗导管挤出生产线 |我們是一家以生產單層/多層精密醫療用管路（輸液管、腎透析管、中心靜脈導管、造影管、氣管插管、多腔管、留置針管等）高速擠出設備的專業廠家。經過多年精密擠出工藝的研發與完善，目前我司第三代“SXG”系列精密管擠出機組具備高效率低能耗、尺寸控制精度高、整線自動化程度高、操控人性化等特點，已廣泛應用于國內知名醫療管路製造廠商。|Precision Medical Tube Extrusion Line|Baodie a professional manufacturer specializing in high speed single/multi-layer medical tube/pipe (including Perfusion tube, Kidney dialysate tube, Central venous catheter, Contrast tube, Multi-cavity tube, etc.) extrusion line.As a result of many years of research and development, the third generation “SXG” Series tube extrusion line features high efficiency and low consumption rate, stable extrusion quality, high degree of automatic control system and humanization control setting. Our equipment is widely used by well-know medical tube/pipe manufacturers.
20157|260857|6.1P121|GUANGZHOU THINKSTRON TECHNOLOGY CO.,LTD|广州鑫思创科技有限公司|廣州鑫思創科技有限公司|双螺杆失重式计量秤|1.针对食品医药产品上加工的卫生级别要求上，对设备实行全封闭式设计，减少外界物质与物料接触的机会，防止污染； 2.密封设计大大减少外界对秤体的干扰，提高精度，动态精度可达0.3% 3.适用于颗粒料、回收料、粉料、纤维。得益于采用模块化的设计，适用于各种不同计量混合要求。 流量都可以进行持续的监控、调节。持续的高精度计量，保证了产品的稳定性，这对于连续生产工艺是至关重要的。 4.自动校正功能：无须手动取样称量或校正。 5.模块化设计：整套失重喂料系统由多个独立的模块单元拼合组成。|雙螺杆失重式計量秤|1.針對食品醫藥產品上加工的衛生級別要求上，對設備實行全封閉式設計，減少外界物質與物料接觸的機會，防止污染； 2.密封設計大大減少外界對秤體的干擾，提高精度，動態精度可達0.3% 3.適用於顆粒料、回收料、粉料、纖維。得益於採用模組化的設計，適用於各種不同計量混合要求。 流量都可以進行持續的監控、調節。持續的高精度計量，保證了產品的穩定性，這對於連續生產工藝是至關重要的。 4.自動校正功能：無須手動取樣稱量或校正。 5.模組化設計：整套失重餵料系統由多個獨立的模組單元拼合組成。|Twin-Screw Loss-in-Weight Feeder|1. According to the requirements of the sanitary level of food and medical products, implement a fully enclosed design for the equipment to reduce the chance of external materials and materials contacting and prevent pollution 2. Sealed design greatly reduces external interference to the feeder, improves accuracy, and dynamic accuracy can reach 0.3% 3. It is suitable for granular materials, recycled materials, powder materials and fibers. Thanks to the modular design, it is suitable for a variety of different metering requirements. The flow can be continuously monitored and adjusted. Continuous high-precision metering guarantees product stability, which is essential for continuous production processes. 4. Automatic calibration function: no manual sampling, weighing or calibration is required. 5. Modular design: The entire feeding system is composed of multiple independent module units.
20158|260857|6.1P121|GUANGZHOU THINKSTRON TECHNOLOGY CO.,LTD|广州鑫思创科技有限公司|廣州鑫思創科技有限公司|微型双螺杆失重式计量秤|结合多年的技术喂料经验，鑫思创设计多种符合不同物料属性的失重式计量秤，此款微型失重式计量秤设计特点在于采用双AC马达独立驱动技术， 独立驱动更容易保证运行稳定度 和维护。整个结构为不锈钢结 构。防腐蚀耐高温。喂料部分采 用半圆球状，使物料更不易架 桥。变比范围1:10，模拟量传感器，内置 WAVESAVER数字滤波芯片技 术。具有eCAL电子校正专利(无 需砝码)。分辨率可达 1/1,000,000。数据刷新率为100 个每秒。连续喂料过程中保证精度可达+- 0.3~0.5%范围内。|微型雙螺杆失重式計量秤|結合多年的技術餵料經驗，鑫思創設計多種符合不同物料屬性的失重式計量秤，此款微型失重式計量秤設計特點在於採用雙AC馬達獨立驅動技術， 獨立驅動更容易保證運行穩定度 和維護。整個結構為不銹鋼結 構。防腐蝕耐高溫。餵料部分采 用半圓球狀，使物料更不易架 橋。變比範圍1:10，類比量感測器，內置 WAVESAVER數位濾波晶片技 術。具有eCAL電子校正專利(無 需砝碼)。解析度可達 1/1,000,000。資料刷新率為100 個每秒。連續餵料過程中保證精度可達+- 0.3~0.5%範圍內。|Micro Twin-Screw Loss-in-Weight Feeder|With more than two decades feeding experience, Mastertech designed many types of feeders that fits different materials, This micro loss-in-weight feeder is designed with dual AC motor independent drive technology. Independent drive makes it easier to ensure stability And maintenance. The entire structure is a stainless steel structure. Corrosion resistant and high temperature resistant. The feeding part adopts a semi-spherical shape, which makes the material more difficult to bridge. Variable ratio range 1:10, analog sensor, built-in WAVESAVER digital filter chip technology. Patented eCAL electronic calibration (no weight required). The resolution can reach 1 / 1,000,000. The data refresh rate is 100 per second. During the continuous feeding process, the accuracy can be guaranteed within the range of +-0.3 ~ 0.5%.
20164|258252|6.2B57|MOMENTIVE PERFORMANCE MATERIALS INC.|迈图高新材料集团|迈图高新材料集团|用于先进伤口护理的硅凝胶|迈图集团用于先进伤口护理的硅凝胶，可被广泛的用于先进伤口敷贴，大面积创伤伤口护理，以及疤痕贴，抗皱敷贴等产品。硅凝胶有优异的透气性，对皮肤和伤口友好，没有致敏，不会造成二次伤害，而且对伤口恢复有促进作用，是优异的先进伤口护理凝胶材料。|用于先进伤口护理的硅凝胶|邁圖集團用於先進傷口護理的硅凝膠，可被廣泛的用於先進傷口敷貼，大面積創傷傷口護理，以及疤痕貼，抗皺敷貼等產品。硅凝膠有優異的透氣性，對皮膚和傷口友好，沒有致敏，不會造成二次傷害，而且對傷口恢復有促進作用，是優異的先進傷口護理凝膠材料。|Silicone Gel for Advanced Wound Care|Momentive Silicone Gel for advanced wound care can be widely used in dressing, wound care, scar care and wrinkle repair products. Silicone Gel is excellent for skin breath, very friendly to skin and wound. It will not cause second damage to the wound, and can help the wound recover. Momentive Silicone Gel is an excellent material for advanced wound care product.
20159|260857|6.1P121|GUANGZHOU THINKSTRON TECHNOLOGY CO.,LTD|广州鑫思创科技有限公司|廣州鑫思創科技有限公司|液体失重式计量秤|该液体秤适用于水，燃烧促进剂润滑剂，抗氧化剂，抗静电剂，增塑剂，BDP，RDP，硅油，白油等，长期使用时精度低于0.5%。所有与物料接触的部件均由SUS304（ 或316）不锈钢模块化设计：易于拆卸和清洁，可根据现场的空间要求设计料斗尺寸，快速连接管道，完全密封的设计可避免物料污染、残留物和排污口少。产能范围：1-300L/h，可选配齿轮泵/隔膜泵/柱塞泵。整机有加温保温设计。|液體失重式計量秤|該液體秤適用于水，燃燒促進劑潤滑劑，抗氧化劑，抗靜電劑，增塑劑，BDP，RDP，硅油，白油等，長期使用時精度低於0.5%。所有與物料接觸的部件均由SUS304（ 或316）不銹鋼模組化設計：易於拆卸和清潔，可根據現場的空間要求設計料斗尺寸，快速連接管道，完全密封的設計可避免物料污染、殘留物和排污口少。產能範圍：1-300L/h，可選配齒輪泵/隔膜泵/柱塞泵。整機有加溫保溫設計。|Liquid Loss-in-Wieght Feeder|This liquid feeder can apply for Water,Combustion improver lubricant, antioxidant, antistatic agent , Plasticizer, BDP, RDP, silicone oil, white oil etc.Accuracy less than 0.5% for long run.All components in contact with materials are made of SUS304(or 316)stainless steel.Modular design: Easy to disassemble and cleanCustomized Hopper design for a limited space.Quick Connection of  Pipe.Fully Sealed Design to Avoid Pollution. Less Residue and Drain outlet.Capacity:1~300L/h with Gear pump/diaphragm pump/plunger pump as option.
20160|258735|6.1P65|GPM MACHINERY (SHANGHAI) CO.,LTD.|国塑机械（上海）有限公司|國塑機械（上海）有限公司|连续碳纤维（玻璃、芳纶纤维）增强热塑性单向带生产线|连续碳纤维（玻璃纤维、芳纶纤维等）增强热塑性预浸渍单向带，采用融熔浸渍工艺通过加热，使热塑性树脂基材熔融在纤维表面，通过辊筒热压加工、冷却后成片材。该系列产品具有高强度、高模量、高抗冲、耐疲劳、热稳定性好、耐腐蚀、低翘曲及环保可回收等优越性能。广泛应用于航空航天、集装箱、冷藏车箱、汽车轻量化的结构件、高压石油复合管道等。|連續碳纖維（玻璃、芳綸纖維）增強熱塑性單向帶生產線|連續碳纖維（玻璃纖維、芳綸纖維等）增強熱塑性預浸漬單向帶，採用融熔浸漬工藝通過加熱，使熱塑性樹脂基材熔融在纖維表面，通過輥筒熱壓加工、冷卻後成片材。該系列產品具有高強度、高模量、高抗沖、耐疲勞、熱穩定性好、耐腐蝕、低翹曲及環保可回收等優越性能。廣泛應用於航空航太、集裝箱、冷藏車箱、汽車輕量化的結構件、高壓石油複合管道等。|Continuous Carbon Fiber (Glass Fiber, Aramid Fiber) Reinforced Thermoplastic Unidirectional Tape(Ud-Tape) Production Line|Continuous carbon fiber (Glass fiber, aramid fiber, etc.)  reinforced thermoplastic prepreg unidirectional tape,Adopting melt dipping process through heating,Melting the thermoplastic resin substrate on the fiber surface,It is hot-pressed by a roller and cooled to form a sheet.This series of products have high strength, high modulus, high impact resistance, fatigue resistance, good thermal stability, corrosion resistance, low warpage and environmentally friendly recyclable properties. Widely used in aerospace, containers, refrigerated trucks, lightweight structural parts of automobiles, high-pressure petroleum composite pipelines, etc.
20161|258691|6.2A161|BAODING LIDA PLASTIC INDUSTRY CO.,LTD|保定市力达塑业有限公司|保定市力達塑業有限公司|PVC-US板 PVC 透明板， PVC 抗静电板|保定市力达塑业，新研发生产了PVC防紫外线板,PVC透明板，PVC抗静电板 PVC防紫外线板耐腐蚀性强；硬度和力学性能高；电气绝缘性能可靠；耐火阻燃，具有自熄性；抗紫外线；易于加工、焊接、热成型。PVC透明板，抗静电板广泛应用于化工、电镀、电子电器、机械、水处理、矿山、建筑、广告、室内装修等行业 PVC透明板PVC板材广泛用于化工,电镀,电子电器,机械,水处理,矿山,建筑,广告,室内装修等行业加工焊接工程|PVC-US板 PVC 透明板， PVC 抗靜電板|保定市力達塑業，新研發生產了PVC防紫外線板,PVC透明板，PVC抗靜電板 PVC防紫外線板耐腐蝕性強；硬度和力學性能高；電氣絕緣性能可靠；耐火阻燃，具有自熄性；抗紫外線；易於加工、焊接、熱成型。PVC透明板，抗靜電板廣泛應用於化工、電鍍、電子電器、機械、水處理、礦山、建築、廣告、室內裝修等行業 PVC透明板PVC板材廣泛用於化工,電鍍,電子電器,機械,水處理,礦山,建築,廣告,室內裝修等行業加工焊接工程|PVC-Us Rigid Sheet ,PVC Transparent Sheet ,PVC Anti-Static Sheet|1.PVC RIGID SHEETS (UV stabilized) Dark grey(RAL7011), Light grey, White, Black and any other colours according to customers requirements Characteristics UV stabilized Excellent chemical and corrosion resistance Excellent impact strength Excellent formability Low flammability High rigidity and superior strengh Reliable electrical insulation Application Construction materials for outdoor use, tank/vessel and apparatus construction, mechanical engineering and so on. 2  PVC TRANSPARENT SHEET Colours Clear, Blue, Yellow and any other colours according to customers requirements Characteristics Excellent chemical and corrosion resistance　Excellent impact strengthExcellent formability Low flammability High rigidity and superior strengh Reliable electrical insulation Application Construction materials for chemical tank and equipment engineering, eg. PCB  equipment, Semiconductor processing equipment, Etching and plating tanks, machined 3.PVC ANTI-STATIC SHEET Sizes： Thickness range: 2mm~20mm Width:  2mm~3mm:1000mm~1300mm 4mm~20mm:1000mm~1500mm Length: Any length. Surface: glossy. Standard Colors: Dark grey(RAL7011), light grey, black, white and any other colors according to customers' requirements. Characteristics: Excellent chemical and corrosion resistance; Excellent impact and tensile strength; Prevents static buildup; Humidity-independent static charge control; Easily to fabricate, weld or machine; High rigidity and superior strength; Reliable electrical insulation; Good features for printing； Low flammability; Self-extinguishing. Applications: PVC anti-static sheets are widely used in semiconductor, electronic industries, such as doors and access panels for electronic equipment, assembly machines, and instruments, cabinets and boxes and so on.
20162|260490|6.2A191|SHANGHAI ROYAL NEW MATERIALS TECHNOLOGY CO., LTD.?|上海若祎新材料科技有限公司|上海若祎新材料科技有限公司|直线易撕聚乙烯薄膜（BOPE）|中国专利—直线易撕聚乙烯膜材料（BOPE）：（1）具有高洁净度、高透明度、高阻隔性、高稳定性，产品安全、卫生；（2）直线易撕、柔韧度好、抗穿刺性能好，便于适应各类药品或医疗器械的包装及使用环境；（3）可实现复合包装袋单一材质，便于回收，是环境友好材料。|直线易撕聚乙烯薄膜（BOPE）|中國專利—直線易撕聚乙烯膜材料（BOPE）：（1）具有高潔淨度、高透明度、高阻隔性、高穩定性，產品安全、衛生；（2）直線易撕、柔韌度好、抗穿刺性能好，便於適應各類藥品或醫療器械的包裝及使用環境；（3）可實現複合包裝袋單一材質，便於回收，是環境友好材料。|Straight Tear Polyethylene Film (BOPE)|Chinese patent - Straight tear polyethylene film material (BOPE):(1) High cleanliness, high transparency, good barrier properties and stability, and the product is very safe and hygienic;(2) Easy to tear straight, good flexibility, good puncture resistance, easy to adapt to the packaging and usage environment of various drugs or medical devices;(3) The mono material of the laminated packaging bag make it recyclable. It is an environmentally friendly material.
20163|261076|6.2B01|DONGGUAN JUYE PLASTIC TECHNOLOGY CO., LTD      |东莞市炬烨塑胶科技有限公司|东莞市炬烨塑胶科技有限公司|双色注塑TPE .二次包胶阻燃TPE|TPE材料可单独注塑或双色注塑包胶成型。适应当前的环保要求，替代生活电器，音响外壳，智能家居类产品免喷涂橡胶油漆工艺，双色成型二次注塑包胶成型赋予产品橡胶质感，提高产品防碰撞和防滑功能等。|双色注塑TPE .二次包胶阻燃TPE|TPE材料可單獨注塑或雙色注塑包膠成型。適應當前的環保要求，替代生活電器，音響外殼，智慧家居類產品免噴塗橡膠油漆工藝，雙色成型二次注塑包膠成型賦予產品橡膠質感，提高產品防碰撞和防滑功能等。|TPE Materials Can Be individually or Two-Color Injection Molding|TPE materials can be individually or two-color injection molding. To adapt to the current environmental requirements, instead of life appliances, sound shell, smart home products spray free rubber paint process, two-color molding secondary injection molding rubber package molding to give the product rubber texture, improve product anti-collision and anti-skid functions.
